"fantastic","fantastic",7
"farm","farm",7
"feared","feared",7
"filled","filled",7
"fingertips","fingertips",7
"fly","fly",7
"forced","forced",7
"forehead","forehead",7
"formidable","formidable",7
"france","france",7
"fullersearth","fullersearth",7
"funny","funny",7
"gang","gang",7
"gate","gate",7
"gather","gather",7
"gently","gently",7
"gipsies","gipsies",7
"glimpse","glimpse",7
"grief","grief",7
"hanging","hanging",7
"heartily","heartily",7
"hopes","hopes",7
"horses","horses",7
"immediately","immediately",7
"initials","initials",7
"injured","injured",7
"inn","inn",7
"inquiries","inquiries",7
"jury","jury",7
"knowing","knowing",7
"ladys","ladys",7
"larger","larger",7
"lately","lately",7
"laugh","laugh",7
"lawyer","lawyer",7
"laying","laying",7
"leaning","leaning",7
"lee","lee",7
"legs","legs",7
"limbs","limbs",7
"listen","listen",7
"lover","lover",7
"lower","lower",7
"lysander","lysander",7
"main","main",7
"manager","manager",7
"marry","marry",7
"mccarthys","mccarthys",7
"missed","missed",7
"month","month",7
"murder","murder",7
"nice","nice",7
"north","north",7
"norton","norton",7
"notice","notice",7
"noticed","noticed",7
"oakshott","oakshott",7
"occur","occur",7
"owe","owe",7
"paced","paced",7
"paddington","paddington",7
"painful","painful",7
"party","party",7
"pen","pen",7
"perfect","perfect",7
"pew","pew",7
"plans","plans",7
"possession","possession",7
"prefer","prefer",7
"rat","rat",7
"records","records",7
"reference","reference",7
"referred","referred",7
"refused","refused",7
"remains","remains",7
"retained","retained",7
"retired","retired",7
"revolver","revolver",7
"river","river",7
"ruin","ruin",7
"rush","rush",7
"scattered","scattered",7
"secrecy","secrecy",7
"settle","settle",7
"ship","ship",7
"signal","signal",7
"size","size",7
"skill","skill",7
"smile","smile",7
"sold","sold",7
"stones","stones",7
"successful","successful",7
"sun","sun",7
"supper","supper",7
"terror","terror",7
"thats","thats",7
"theories","theories",7
"thinking","thinking",7
"thousand","thousand",7
"trace","trace",7
"trousers","trousers",7
"usually","usually",7
"vacancy","vacancy",7
"village","village",7
"villain","villain",7
"violent","violent",7
"waistcoat","waistcoat",7
"watch","watch",7
"weight","weight",7
"wheels","wheels",7
"wifes","wifes",7
"wing","wing",7
"woods","woods",7
"wouldnt","wouldnt",7
"wound","wound",7
"youth","youth",7
"act","act",6
"acted","acted",6
"advance","advance",6
"advantage","advantage",6
"altar","altar",6
"amiable","amiable",6
"amount","amount",6
"avenue","avenue",6
"ballarat","ballarat",6
"barred","barred",6
"bear","bear",6
"beaten","beaten",6
"beggar","beggar",6
"begin","begin",6
"beginning","beginning",6
"belief","belief",6
"birds","birds",6
"bit","bit",6
"book","book",6
"bought","bought",6
"breath","breath",6
"breathing","breathing",6
"bride","bride",6
"brilliant","brilliant",6
"bringing","bringing",6
"bristol","bristol",6
"brixton","brixton",6
"brow","brow",6
"buried","buried",6
"calling","calling",6
"cap","cap",6
"carbuncle","carbuncle",6
"card","card",6
"certainty","certainty",6
"cheetah","cheetah",6
"chest","chest",6
"china","china",6
"closely","closely",6
"closing","closing",6
"clouds","clouds",6
"commission","commission",6
"compelled","compelled",6
"consideration","consideration",6
"conveyed","conveyed",6
"county","county",6
"credit","credit",6
"crown","crown",6
"cup","cup",6
"curled","curled",6
"dad","dad",6
"dangerous","dangerous",6
"deduction","deduction",6
"described","described",6
"deserted","deserted",6
"desire","desire",6
"dimly","dimly",6
"disposition","disposition",6
"distinct","distinct",6
"distinctly","distinctly",6
"dogcart","dogcart",6
"drawer","drawer",6
"drawing","drawing",6
"dream","dream",6
"dressinggown","dressinggown",6
"dressingroom","dressingroom",6
"drink","drink",6
"driving","driving",6
"eager","eager",6
"endeavouring","endeavouring",6
"equally","equally",6
"escape","escape",6
"essential","essential",6
"europe","europe",6
"eventually","eventually",6
"examine","examine",6
"examining","examining",6
"except","except",6
"excitement","excitement",6
"faced","faced",6
"fail","fail",6
"failed","failed",6
"fainted","fainted",6
"fields","fields",6
"fierce","fierce",6
"foresight","foresight",6
"forever","forever",6
"founded","founded",6
"freely","freely",6
"gain","gain",6
"gasped","gasped",6
"gazing","gazing",6
"gentle","gentle",6
"goodbye","goodbye",6
"grasp","grasp",6
"gravely","gravely",6
"grip","grip",6
"grizzled","grizzled",6
"guard","guard",6
"gun","gun",6
"hansom","hansom",6
"heels","heels",6
"heres","heres",6
"holding","holding",6
"husbands","husbands",6
"impressed","impressed",6
"inclined","inclined",6
"income","income",6
"interview","interview",6
"jump","jump",6
"justice","justice",6
"kitchen","kitchen",6
"knee","knee",6
"leg","leg",6
"lines","lines",6
"lone","lone",6
"lonely","lonely",6
"loudly","loudly",6
"lunch","lunch",6
"mantelpiece","mantelpiece",6
"march","march",6
"massive","massive",6
"meant","meant",6
"minute","minute",6
"misfortune","misfortune",6
"moments","moments",6
"murmured","murmured",6
"nerves","nerves",6
"nicely","nicely",6
"niece","niece",6
"obliged","obliged",6
"observation","observation",6
"offices","offices",6
"onto","onto",6
"ordinary","ordinary",6
"particularly","particularly",6
"pleasant","pleasant",6
"poison","poison",6
"powers","powers",6
"practical","practical",6
"premises","premises",6
"pressing","pressing",6
"previous","previous",6
"prompt","prompt",6
"property","property",6
"quest","quest",6
"rate","rate",6
"readily","readily",6
"reasoner","reasoner",6
"receive","receive",6
"recent","recent",6
"record","record",6
"refuse","refuse",6
"remarks","remarks",6
"reply","reply",6
"robert","robert",6
"rolled","rolled",6
"rule","rule",6
"salary","salary",6
"sank","sank",6
"saxecoburg","saxecoburg",6
"scent","scent",6
"screamed","screamed",6
"seated","seated",6
"security","security",6
"seldom","seldom",6
"serpentine","serpentine",6
"servants","servants",6
"served","served",6
"shape","shape",6
"shattered","shattered",6
"shock","shock",6
"shoes","shoes",6
"shone","shone",6
"shrieked","shrieked",6
"shut","shut",6
"sideboard","sideboard",6
"slow","slow",6
"smiled","smiled",6
"solve","solve",6
"south","south",6
"speech","speech",6
"spend","spend",6
"spirits","spirits",6
"spring","spring",6
"stable","stable",6
"staggered","staggered",6
"stands","stands",6
"stared","stared",6
"staring","staring",6
"stoper","stoper",6
"stout","stout",6
"stranger","stranger",6
"sufficient","sufficient",6
"swear","swear",6
"sweet","sweet",6
"swinging","swinging",6
"sympathy","sympathy",6
"tail","tail",6
"talked","talked",6
"task","task",6
"telling","telling",6
"thief","thief",6
"threatened","threatened",6
"throat","throat",6
"touched","touched",6
"traced","traced",6
"tragedy","tragedy",6
"travelled","travelled",6
"typewritten","typewritten",6
"unpleasant","unpleasant",6
"useful","useful",6
"valley","valley",6
"valuable","valuable",6
"warning","warning",6
"watched","watched",6
"weather","weather",6
"whence","whence",6
"whitney","whitney",6
"accident","accident",5
"adventures","adventures",5
"agitation","agitation",5
"aloysius","aloysius",5
"announced","announced",5
"anxiety","anxiety",5
"apparently","apparently",5
"arranged","arranged",5
"arrest","arrest",5
"art","art",5
"ashamed","ashamed",5
"asleep","asleep",5
"assured","assured",5
"attempts","attempts",5
"attracted","attracted",5
"averse","averse",5
"ball","ball",5
"beat","beat",5
"bellpull","bellpull",5
"bellrope","bellrope",5
"blinds","blinds",5
"bonnet","bonnet",5
"bore","bore",5
"bow","bow",5
"brave","brave",5
"breast","breast",5
"bricks","bricks",5
"brightly","brightly",5
"bundle","bundle",5
"burned","burned",5
"burning","burning",5
"cabman","cabman",5
"capable","capable",5
"ceremony","ceremony",5
"changed","changed",5
"charming","charming",5
"chase","chase",5
"chronicle","chronicle",5
"cigars","cigars",5
"clad","clad",5
"clock","clock",5
"cocked","cocked",5
"communicate","communicate",5
"completely","completely",5
